model_id,lab,country_iso3,date,workload_input_tokens,workload_output_tokens,input_usd_per_mtok,output_usd_per_mtok,workload_cost_usd,gni_per_capita_atlas_usd,gni_year,monthly_gni_pc_usd,intelligence_share_pct,basket_multiplier,basket_share_pct,fx_rate_local_per_usd,fx_rate_type,fx_date,fx_source,workload_cost_local,currency,hourly_minimum_wage_local,minimum_wage_date,min_wage_hours,basket_min_wage_hours,evidence_status,temporal_status,headline_eligible,weakest_input,formula_version,compiled
Claude Opus 5 (routed),Anthropic,ZAF,2026-07-24,1000000,250000,2.0,10.0,4.5,6270.0,2025,522.5,0.8612,20,17.2249,16.2057,official,2026-09-21,South African Reserve Bank,72.9257,ZAR,30.23,2026-03-01,2.4124,48.25,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,GHA,2026-07-24,1000000,250000,2.0,10.0,4.5,2630.0,2025,219.1667,2.0532,20,41.0646,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),51.66,GHS,2.72,2026-01-01,18.9926,379.85,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,EGY,2026-07-24,1000000,250000,2.0,10.0,4.5,3260.0,2025,271.6667,1.6564,20,33.1288,51.8636,official,2026-09-21,Central Bank of Egypt,233.3862,EGP,33.65,2025-03-01,6.9357,138.71,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,MAR,2026-07-24,1000000,250000,2.0,10.0,4.5,4360.0,2025,363.3333,1.2385,20,24.7706,9.5119,official,2026-09-18,Bank Al-Maghrib,42.8036,MAD,17.92,2026-01-01,2.3886,47.77,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,ETH,2026-07-24,1000000,250000,2.0,10.0,4.5,1110.0,2025,92.5,4.8649,20,97.2973,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),722.925,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,RWA,2026-07-24,1000000,250000,2.0,10.0,4.5,1150.0,2025,95.8333,4.6957,20,93.913,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),6605.3249,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,SEN,2026-07-24,1000000,250000,2.0,10.0,4.5,1780.0,2025,148.3333,3.0337,20,60.6742,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),2575.755,XOF,370.526,2023-07-01,6.9516,139.03,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,CIV,2026-07-24,1000000,250000,2.0,10.0,4.5,2780.0,2025,231.6667,1.9424,20,38.8489,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),2575.755,XOF,432.78,2023-01-01,5.9516,119.03,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,NGA,2026-07-09,1000000,250000,5.0,30.0,12.5,1360.0,2025,113.3333,11.0294,20,220.5882,1330.7027,official,2026-09-18,Central Bank of Nigeria,16633.7838,NGN,403.92,2024-05-01,41.1809,823.62,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,KEN,2026-07-09,1000000,250000,5.0,30.0,12.5,2200.0,2025,183.3333,6.8182,20,136.3636,129.49,official,2026-09-18,Central Bank of Kenya,1618.625,KES,92.55,2026-05-01,17.4892,349.78,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,ZAF,2026-07-09,1000000,250000,5.0,30.0,12.5,6270.0,2025,522.5,2.3923,20,47.8469,16.2057,official,2026-09-21,South African Reserve Bank,202.5712,ZAR,30.23,2026-03-01,6.701,134.02,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,GHA,2026-07-09,1000000,250000,5.0,30.0,12.5,2630.0,2025,219.1667,5.7034,20,114.0684,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),143.5,GHS,2.72,2026-01-01,52.7574,1055.15,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,EGY,2026-07-09,1000000,250000,5.0,30.0,12.5,3260.0,2025,271.6667,4.6012,20,92.0245,51.8636,official,2026-09-21,Central Bank of Egypt,648.295,EGP,33.65,2025-03-01,19.2658,385.32,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,MAR,2026-07-09,1000000,250000,5.0,30.0,12.5,4360.0,2025,363.3333,3.4404,20,68.8073,9.5119,official,2026-09-18,Bank Al-Maghrib,118.8988,MAD,17.92,2026-01-01,6.635,132.7,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,ETH,2026-07-09,1000000,250000,5.0,30.0,12.5,1110.0,2025,92.5,13.5135,20,270.2703,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),2008.1249,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,RWA,2026-07-09,1000000,250000,5.0,30.0,12.5,1150.0,2025,95.8333,13.0435,20,260.8696,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),18348.1247,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,SEN,2026-07-09,1000000,250000,5.0,30.0,12.5,1780.0,2025,148.3333,8.427,20,168.5393,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),7154.875,XOF,370.526,2023-07-01,19.31,386.2,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Sol,OpenAI,CIV,2026-07-09,1000000,250000,5.0,30.0,12.5,2780.0,2025,231.6667,5.3957,20,107.9137,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),7154.875,XOF,432.78,2023-01-01,16.5324,330.65,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,NGA,2026-07-09,1000000,250000,2.5,15.0,6.25,1360.0,2025,113.3333,5.5147,20,110.2941,1330.7027,official,2026-09-18,Central Bank of Nigeria,8316.8919,NGN,403.92,2024-05-01,20.5904,411.81,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,KEN,2026-07-09,1000000,250000,2.5,15.0,6.25,2200.0,2025,183.3333,3.4091,20,68.1818,129.49,official,2026-09-18,Central Bank of Kenya,809.3125,KES,92.55,2026-05-01,8.7446,174.89,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,ZAF,2026-07-09,1000000,250000,2.5,15.0,6.25,6270.0,2025,522.5,1.1962,20,23.9234,16.2057,official,2026-09-21,South African Reserve Bank,101.2856,ZAR,30.23,2026-03-01,3.3505,67.01,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,GHA,2026-07-09,1000000,250000,2.5,15.0,6.25,2630.0,2025,219.1667,2.8517,20,57.0342,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),71.75,GHS,2.72,2026-01-01,26.3787,527.57,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,EGY,2026-07-09,1000000,250000,2.5,15.0,6.25,3260.0,2025,271.6667,2.3006,20,46.0123,51.8636,official,2026-09-21,Central Bank of Egypt,324.1475,EGP,33.65,2025-03-01,9.6329,192.66,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,MAR,2026-07-09,1000000,250000,2.5,15.0,6.25,4360.0,2025,363.3333,1.7202,20,34.4037,9.5119,official,2026-09-18,Bank Al-Maghrib,59.4494,MAD,17.92,2026-01-01,3.3175,66.35,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,ETH,2026-07-09,1000000,250000,2.5,15.0,6.25,1110.0,2025,92.5,6.7568,20,135.1351,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),1004.0625,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,RWA,2026-07-09,1000000,250000,2.5,15.0,6.25,1150.0,2025,95.8333,6.5217,20,130.4348,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),9174.0624,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,SEN,2026-07-09,1000000,250000,2.5,15.0,6.25,1780.0,2025,148.3333,4.2135,20,84.2697,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),3577.4375,XOF,370.526,2023-07-01,9.655,193.1,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Terra,OpenAI,CIV,2026-07-09,1000000,250000,2.5,15.0,6.25,2780.0,2025,231.6667,2.6978,20,53.9568,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),3577.4375,XOF,432.78,2023-01-01,8.2662,165.32,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,NGA,2026-07-09,1000000,250000,1.0,6.0,2.5,1360.0,2025,113.3333,2.2059,20,44.1176,1330.7027,official,2026-09-18,Central Bank of Nigeria,3326.7568,NGN,403.92,2024-05-01,8.2362,164.72,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,KEN,2026-07-09,1000000,250000,1.0,6.0,2.5,2200.0,2025,183.3333,1.3636,20,27.2727,129.49,official,2026-09-18,Central Bank of Kenya,323.725,KES,92.55,2026-05-01,3.4978,69.96,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,ZAF,2026-07-09,1000000,250000,1.0,6.0,2.5,6270.0,2025,522.5,0.4785,20,9.5694,16.2057,official,2026-09-21,South African Reserve Bank,40.5143,ZAR,30.23,2026-03-01,1.3402,26.8,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,GHA,2026-07-09,1000000,250000,1.0,6.0,2.5,2630.0,2025,219.1667,1.1407,20,22.8137,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),28.7,GHS,2.72,2026-01-01,10.5515,211.03,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,EGY,2026-07-09,1000000,250000,1.0,6.0,2.5,3260.0,2025,271.6667,0.9202,20,18.4049,51.8636,official,2026-09-21,Central Bank of Egypt,129.659,EGP,33.65,2025-03-01,3.8532,77.06,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,MAR,2026-07-09,1000000,250000,1.0,6.0,2.5,4360.0,2025,363.3333,0.6881,20,13.7615,9.5119,official,2026-09-18,Bank Al-Maghrib,23.7797,MAD,17.92,2026-01-01,1.327,26.54,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,ETH,2026-07-09,1000000,250000,1.0,6.0,2.5,1110.0,2025,92.5,2.7027,20,54.0541,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),401.625,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,RWA,2026-07-09,1000000,250000,1.0,6.0,2.5,1150.0,2025,95.8333,2.6087,20,52.1739,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),3669.6249,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,SEN,2026-07-09,1000000,250000,1.0,6.0,2.5,1780.0,2025,148.3333,1.6854,20,33.7079,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),1430.975,XOF,370.526,2023-07-01,3.862,77.24,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
GPT-5.6 Luna,OpenAI,CIV,2026-07-09,1000000,250000,1.0,6.0,2.5,2780.0,2025,231.6667,1.0791,20,21.5827,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),1430.975,XOF,432.78,2023-01-01,3.3065,66.13,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,NGA,2026-07-09,1000000,250000,1.25,4.25,2.3125,1360.0,2025,113.3333,2.0404,20,40.8088,1330.7027,official,2026-09-18,Central Bank of Nigeria,3077.25,NGN,403.92,2024-05-01,7.6185,152.37,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,KEN,2026-07-09,1000000,250000,1.25,4.25,2.3125,2200.0,2025,183.3333,1.2614,20,25.2273,129.49,official,2026-09-18,Central Bank of Kenya,299.4456,KES,92.55,2026-05-01,3.2355,64.71,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,ZAF,2026-07-09,1000000,250000,1.25,4.25,2.3125,6270.0,2025,522.5,0.4426,20,8.8517,16.2057,official,2026-09-21,South African Reserve Bank,37.4757,ZAR,30.23,2026-03-01,1.2397,24.79,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,GHA,2026-07-09,1000000,250000,1.25,4.25,2.3125,2630.0,2025,219.1667,1.0551,20,21.1027,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),26.5475,GHS,2.72,2026-01-01,9.7601,195.2,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,EGY,2026-07-09,1000000,250000,1.25,4.25,2.3125,3260.0,2025,271.6667,0.8512,20,17.0245,51.8636,official,2026-09-21,Central Bank of Egypt,119.9346,EGP,33.65,2025-03-01,3.5642,71.28,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,MAR,2026-07-09,1000000,250000,1.25,4.25,2.3125,4360.0,2025,363.3333,0.6365,20,12.7294,9.5119,official,2026-09-18,Bank Al-Maghrib,21.9963,MAD,17.92,2026-01-01,1.2275,24.55,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,ETH,2026-07-09,1000000,250000,1.25,4.25,2.3125,1110.0,2025,92.5,2.5,20,50.0,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),371.5031,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,RWA,2026-07-09,1000000,250000,1.25,4.25,2.3125,1150.0,2025,95.8333,2.413,20,48.2609,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),3394.4031,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,SEN,2026-07-09,1000000,250000,1.25,4.25,2.3125,1780.0,2025,148.3333,1.559,20,31.1798,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),1323.6519,XOF,370.526,2023-07-01,3.5724,71.45,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Muse Spark 1.1,Meta,CIV,2026-07-09,1000000,250000,1.25,4.25,2.3125,2780.0,2025,231.6667,0.9982,20,19.964,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),1323.6519,XOF,432.78,2023-01-01,3.0585,61.17,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
